epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,969.814,1.65082,0.69374,0.84883,0.92662,0.93495,0.95348,0.4333,1.843,0.73761,0.87727,0.000346625,0.000346625,0.000346625
75,984.108,1.64563,0.68365,0.85208,0.94951,0.96883,0.95437,0.42964,1.84457,0.72992,0.87622,0.00033425,0.00033425,0.00033425
76,997.146,1.6252,0.68051,0.85114,0.95862,0.97702,0.96473,0.41753,1.88723,0.73558,0.87801,0.000321875,0.000321875,0.000321875
77,1011.25,1.60169,0.67963,0.85491,0.93844,0.97044,0.96384,0.42336,1.88866,0.75189,0.8788,0.0003095,0.0003095,0.0003095
78,1024.22,1.63963,0.66474,0.86084,0.92331,0.94273,0.95189,0.41292,1.88547,0.75273,0.88212,0.000297125,0.000297125,0.000297125
79,1037.07,1.63028,0.6692,0.85201,0.9386,0.94254,0.94553,0.42224,1.90263,0.73524,0.88151,0.00028475,0.00028475,0.00028475
80,1051.36,1.59904,0.67494,0.85136,0.92347,0.92358,0.93367,0.41454,1.89042,0.76183,0.88085,0.000272375,0.000272375,0.000272375
81,1064.62,1.60242,0.68034,0.85765,0.90506,0.92371,0.95056,0.43383,1.87632,0.77611,0.8793,0.00026,0.00026,0.00026
82,1082.42,1.59381,0.67921,0.84832,0.89963,0.93351,0.95336,0.44626,1.85213,0.74483,0.87592,0.000247625,0.000247625,0.000247625
83,1100.7,1.59849,0.66944,0.85349,0.95042,0.96448,0.97013,0.43987,1.8494,0.71354,0.87593,0.00023525,0.00023525,0.00023525
84,1118.58,1.61346,0.66682,0.84904,0.94567,0.96144,0.95928,0.4519,1.84017,0.70567,0.87613,0.000222875,0.000222875,0.000222875
85,1136.92,1.59443,0.65101,0.85082,0.88364,0.93351,0.95394,0.42348,1.83229,0.74766,0.87709,0.0002105,0.0002105,0.0002105
86,1154.29,1.58787,0.64008,0.84208,0.84832,0.89902,0.91115,0.40978,1.84357,0.78116,0.87757,0.000198125,0.000198125,0.000198125
87,1167.73,1.58239,0.66185,0.84735,0.89152,0.91651,0.93822,0.42465,1.85148,0.76137,0.87593,0.00018575,0.00018575,0.00018575
88,1181.02,1.58543,0.66447,0.85224,0.87524,0.91633,0.93498,0.41029,1.84756,0.7756,0.87868,0.000173375,0.000173375,0.000173375
89,1193.94,1.55081,0.64016,0.84493,0.87311,0.90814,0.93752,0.41138,1.83631,0.77086,0.87679,0.000161,0.000161,0.000161
90,1211.78,1.53586,0.62485,0.84713,0.8718,0.91149,0.93746,0.42331,1.83695,0.75639,0.87628,0.000148625,0.000148625,0.000148625
91,1230.53,1.56125,0.64507,0.86184,0.85195,0.90246,0.91871,0.41378,1.8298,0.78027,0.87781,0.00013625,0.00013625,0.00013625
92,1249.78,1.54741,0.64369,0.85683,0.87883,0.88088,0.91973,0.42581,1.82752,0.77792,0.87713,0.000123875,0.000123875,0.000123875
93,1262.5,1.54884,0.64004,0.86311,0.86158,0.8885,0.92328,0.42613,1.84919,0.77637,0.87735,0.0001115,0.0001115,0.0001115
94,1275.63,1.54309,0.62947,0.86532,0.91863,0.86962,0.93233,0.43041,1.85319,0.76056,0.87696,9.9125e-05,9.9125e-05,9.9125e-05
95,1288.68,1.50899,0.62111,0.84892,0.89248,0.91314,0.92689,0.43322,1.85143,0.74733,0.87706,8.675e-05,8.675e-05,8.675e-05
96,1306.37,1.52261,0.62284,0.86177,0.90577,0.91089,0.93029,0.43601,1.84786,0.74069,0.87622,7.4375e-05,7.4375e-05,7.4375e-05
97,1319.39,1.49255,0.62744,0.84707,0.93299,0.92134,0.94317,0.43854,1.84097,0.72548,0.87726,6.2e-05,6.2e-05,6.2e-05
98,1338.01,1.51271,0.62253,0.85236,0.92516,0.92535,0.94164,0.43112,1.84061,0.73353,0.87796,4.9625e-05,4.9625e-05,4.9625e-05
99,1355.5,1.53262,0.62102,0.8504,0.93006,0.92078,0.93592,0.43067,1.84396,0.72854,0.87767,3.725e-05,3.725e-05,3.725e-05
100,1368.19,1.53856,0.61582,0.85216,0.92994,0.92089,0.93541,0.43189,1.84934,0.72579,0.87763,2.4875e-05,2.4875e-05,2.4875e-05
